TRU,START_DATE,END_DATE,STATUS_DESCRIPTION,STREET_ACTIVITY,PREMISE_NO,STREET_NAME,BOROUGH,ZIP_CODE,FACILITY_AKA,FACILITY_TYPE,BIN,BLOCK,LOT,CROSS_STREET_ON,CROSS_STREET_BETWEEN,CROSS_STREET_AND,BUILDING_OWNER_NAME,CONTRACTOR_NAME,AIR_MONITOR_NAME,ENTIRE_FLOOR,FLOOR,SECTION,ACM_TYPE,ACM_AMOUNT,ACM_UNIT,ABATEMENT_TYPE,PROCEDURE_NAME,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BBL,NTA
TRU1187QN24,01/10/2025 12:00:00 AM,10/31/2025 12:00:00 AM,Postponed,No,31-05,49th Street,Queens,11377,"NYCHA 2413067 Woodside, Bld. #1",Residence,4430996,00738,0050,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,"Airtek Environmental, LLC",No,4,"Exterior Facade - Elevations #10, 12",Tar / Flashing at Spandrel Beam,9,Square Feet,Removal,Exterior Vertical Surface,40.757837,-73.909966,1,26,163,4007380050,Astoria
TRU3056MN24,02/04/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3736,10th. Avenue,Manhattan,10034,Dyckman Bldg.#4,Residence,1080030,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,11 - 14,Exterior Façade Elevations # 19 - 26,Contaminated Brick as ACM,881,Square Feet,Removal,Exterior Vertical Surface,40.860063,-73.922148,12,10,299,1022160001,Marble Hill-Inwood
TRU0150BX25,03/06/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1350,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #7",Residence,2092083,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,12,Exterior Facade - Elevations #2,Window Caulking,4,Square Feet,Removal,Exterior Vertical Surface,40.834096,-73.90532,3,16,14701,2029100001,Claremont-Bathgate
TRU1996BK19,12/30/2019 12:00:00 AM,11/25/2020 12:00:00 AM,Postponed,No,24,Humboldt Street,Brooklyn,11206,"NYCHA BW1830617 Bushwick Houses, Building #2",Residence,3338433,03129,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,3,Exterior Facade - Elevations #1 - 16,Tar / Flashing at Lintel / Spandrel Beam,22,Square Feet,Removal,Exterior Vertical Surface,40.702194,-73.9406,1,34,489,3031290001,Bushwick South
TRU2263MN24,09/24/2024 12:00:00 AM,09/12/2025 12:00:00 AM,Postponed,No,1405,Park Avenue,Manhattan,10029,"NYCHA 2413060 Clinton, Bld. #5",Residence,1051954,01632,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,Roof,Bulkhead,Window Caulking,2,Square Feet,Removal,Exterior Vertical Surface,40.791797,-73.948703,11,8,166,1016320001,East Harlem South
TRU0272BK25,02/21/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1548,East New York Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #3",Residence,3339433,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,6,Exterior Facade - Elevations #22 - 27,Tar / Flashing at Spandrel Beam,5,Square Feet,Removal,Exterior Vertical Surface,40.672152,-73.911145,16,41,906,3034890001,Brownsville
TRU3056MN24,02/04/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3736,10th. Avenue,Manhattan,10034,Dyckman Bldg.#4,Residence,1080030,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,"9,10",Exterior Façade Elevation # 1,Contaminated Shelf Angle as ACM,20,Square Feet,Removal,Exterior Vertical Surface,40.860063,-73.922148,12,10,299,1022160001,Marble Hill-Inwood
TRU0323BK25,03/10/2025 12:00:00 AM,02/20/2026 12:00:00 AM,Postponed,No,190,York Street,Brooklyn,11201,"NYCHA 2413076 Farragut, Bld. #10",Residence,3325904,00068,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,14,Exterior Facade - Elevations #26 - 40,Bricks Contaminated with ACM Caulking,10,Square Feet,Removal,Exterior Vertical Surface,40.701376,-73.983453,2,35,23,3000680001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU2264MN24,09/23/2024 12:00:00 AM,09/12/2025 12:00:00 AM,Postponed,No,1485,Park Avenue,Manhattan,10029,"NYCHA 2413060 Clinton, Bld. #4",Residence,1078924,01636,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,14,Exterior Facade - Elevations #1 - 16,Bricks Contaminated with ACM Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.794387,-73.94682,11,8,172,1016360001,East Harlem South
TRU3056MN24,02/04/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3736,10th. Avenue,Manhattan,10034,Dyckman Bldg.#4,Residence,1080030,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,7,Exterior Façade Elevation # 23,Contaminated Shelf Angle as ACM,11,Square Feet,Removal,Exterior Vertical Surface,40.860063,-73.922148,12,10,299,1022160001,Marble Hill-Inwood
TRU3054MN24,02/11/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3758,10th Avenue,Manhattan,10034,Dyckman Houses Bldg.#6,Residence,1080032,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,7,Exterior Façade Elevation #25,Contaminated Brick as ACM,20,Square Feet,Removal,Exterior Vertical Surface,40.860935,-73.921518,12,10,299,1022160001,Marble Hill-Inwood
TRU1600BX24,02/06/2025 12:00:00 AM,12/12/2025 12:00:00 AM,Postponed,No,1050,Soundview Avenue,Bronx,10472,"NYCHA , Sotomayor Houses Bld. #6",Residence,2092789,03723,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,3 - 4,"Exterior Façade Elevations #17,18,20",Lintel Membrane/Mastic,86,Square Feet,Removal,Exterior Vertical Surface,40.826106,-73.871081,9,18,44,2037230001,Soundview-Bruckner
TRU2263MN24,09/24/2024 12:00:00 AM,09/12/2025 12:00:00 AM,Postponed,No,1405,Park Avenue,Manhattan,10029,"NYCHA 2413060 Clinton, Bld. #5",Residence,1051954,01632,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,17,Exterior Facade - Elevations #1 - 16,Window Caulking,23,Square Feet,Removal,Exterior Vertical Surface,40.791797,-73.948703,11,8,166,1016320001,East Harlem South
TRU3054MN24,02/11/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3758,10th Avenue,Manhattan,10034,Dyckman Houses Bldg.#6,Residence,1080032,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,4,Exterior Façade Elevation #11,Contaminated Brick as ACM,9,Square Feet,Removal,Exterior Vertical Surface,40.860935,-73.921518,12,10,299,1022160001,Marble Hill-Inwood
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,2nd,Northeast Façade,Lintel Tar,12,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU0597BK23,04/07/2023 12:00:00 AM,03/29/2024 12:00:00 AM,Postponed,No,617,East 108th Street,Brooklyn,11236,"NYCHA Breukelen, Bld. #23 - Contract RF1625124",Residence,3331298,08158,0001,,,,New York City Housing Authority (NYCHA),"Belgrave Enterprises, Limited Liability Company",Genesis Environmental Consultants Inc.,No,2ND,Exterior Façade  Elevation #1 - 24,ACM Window Lintel Caulking,10,Square Feet,Removal,Exterior Vertical Surface,40.651682,-73.895626,18,42,982,3081580001,Canarsie
TRU2158BK24,12/11/2024 12:00:00 AM,10/23/2025 12:00:00 AM,Postponed,No,93,Lewis Avenue,Brooklyn,11206,"NYCHA 2413061 Roosevelt II, Bld. #7",Residence,3043112,01595,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,"Airtek Environmental, LLC",No,13,"Exterior Facade - Elevations #1,2,3,4,7,8",Bricks Contaminated with ACM Caulking,94,Square Feet,Removal,Exterior Vertical Surface,40.694251,-73.937282,3,36,287,3015950001,Stuyvesant Heights
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,12th,West Façade,Lintel Tar,12,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU3094MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,260,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 10,Residence,1081512,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,11th,Apt. 11H/A - Kitchen,Concealed Vertical Pipe Insulation,10,Linear Feet,Removal,Tent,40.813746,-73.947978,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU0146BX25,02/27/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,3673,3rd Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #10",Residence,2092079,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,12,Exterior Facade - Elevations #3,Window Caulking,2,Square Feet,Removal,Exterior Vertical Surface,40.834833,-73.903646,3,16,14701,2029100001,Claremont-Bathgate
TRU0655QN20,09/17/2020 12:00:00 AM,09/09/2021 12:00:00 AM,Postponed,No,319,Beach 54th Street,Queens,11692,Ocean Bay Houses Bldg.# 7,Residence,4436419,15892,0001,,,,New York City Housing Authority (NYCHA),"AMC United, Inc.","LiRo Engineers, Inc.",No,1,1E,VAT,719,Square Feet,Removal,VAT Protocol in NYCHA Apt,40.593179,-73.784373,14,31,97204,4158920001,Hammels-Arverne-Edgemere
TRU1600BX24,02/06/2025 12:00:00 AM,12/12/2025 12:00:00 AM,Postponed,No,1050,Soundview Avenue,Bronx,10472,"NYCHA , Sotomayor Houses Bld. #6",Residence,2092789,03723,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,1-3,"Exterior Façade Elevations #11 , 15",Lintel Membrane/Mastic,84,Square Feet,Removal,Exterior Vertical Surface,40.826106,-73.871081,9,18,44,2037230001,Soundview-Bruckner
TRU1602MN24,07/22/2024 12:00:00 AM,07/11/2025 12:00:00 AM,Postponed,No,64,West 91st Street,Manhattan,10024,WSUR (Brownstones)Bldg.#22. Contract BW 2315696,Residence,1031616,01204,0056,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC",Airtek Environmental Corp.,No,2nd,Roof,Asbestos Containing Roofing Materials,170,Square Feet,Removal,Exterior Foam,40.789381,-73.969178,7,6,177,1012040056,Upper West Side
TRU1997BK19,01/03/2020 12:00:00 AM,11/25/2020 12:00:00 AM,Postponed,No,130,Moore Street,Brooklyn,11206,"NYCHA BW1830617 Bushwick Houses, Building #8",Residence,3338434,03129,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,12,Exterior Facade - Elevations #1 - 26,Bricks Contaminated with ACM Tar / Flashing,7,Square Feet,Removal,Exterior Vertical Surface,40.703939,-73.940418,1,34,489,3031290001,Bushwick South
TRU0149BX25,02/25/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1358,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #8",Residence,2092084,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,3,Exterior Facade - Elevations #4,Tar / Flashing at Spandrel Beam,79,Square Feet,Removal,Exterior Vertical Surface,40.834307,-73.905201,3,16,14701,2029100001,Claremont-Bathgate
TRU0150BX25,03/06/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1350,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #7",Residence,2092083,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,3,Exterior Facade - Elevations #2,Window Caulking,2,Square Feet,Removal,Exterior Vertical Surface,40.834096,-73.90532,3,16,14701,2029100001,Claremont-Bathgate
TRU1971BK19,12/02/2019 12:00:00 AM,11/20/2020 12:00:00 AM,Postponed,No,311,Patchen Avenue,Brooklyn,11233,"NYCHA BW1830617 Brevoort, Building #8",Residence,3325168,01688,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,4,Exterior Facade - Elevations #1 - 24,Bricks Contaminated with ACM Tar / Flashing,2,Square Feet,Removal,Exterior Vertical Surface,40.680567,-73.925559,3,41,381,3016880001,Crown Heights North
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,19th,South Façade,Exterior Window Frame Caulking,18,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU0150BX25,03/06/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1350,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #7",Residence,2092083,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,5,Exterior Facade - Elevations #4,Tar / Flashing at Spandrel Beam,3,Square Feet,Removal,Exterior Vertical Surface,40.834096,-73.90532,3,16,14701,2029100001,Claremont-Bathgate
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,16th,West Façade,Exterior Window Frame Caulking,18,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU1758MN24,10/07/2024 12:00:00 AM,07/24/2025 12:00:00 AM,Postponed,No,2130,Madison Avenue,Manhattan,10037,Building #9,Residence,1081114,01757,0001,,,,New York City Housing Authority (NYCHA),T L D Services Inc,"Airtek Environmental, LLC",No,Main Roof,Bulkhead Walls,"Door Sandle Flashing , Mastic",6,Square Feet,Removal,Exterior Vertical Surface,40.811232,-73.936648,11,9,210,1017570001,East Harlem North
TRU2158BK24,12/11/2024 12:00:00 AM,10/23/2025 12:00:00 AM,Postponed,No,93,Lewis Avenue,Brooklyn,11206,"NYCHA 2413061 Roosevelt II, Bld. #7",Residence,3043112,01595,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,"Airtek Environmental, LLC",No,9,"Exterior Facade - Elevations #1,2,3,4,7,8",Window Sills Contaminated with ACM Caulking,42,Square Feet,Removal,Exterior Vertical Surface,40.694251,-73.937282,3,36,287,3015950001,Stuyvesant Heights
TRU1184QN24,01/08/2025 12:00:00 AM,10/31/2025 12:00:00 AM,Postponed,No,31-45,49th Street,Queens,11377,"NYCHA 2413067 Woodside, Bld. #7",Residence,4430998,00738,0050,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,"Airtek Environmental, LLC",No,5,Exterior Facade - Elevations #10,Tar / Flashing at Lintel,3,Square Feet,Removal,Exterior Vertical Surface,40.757171,-73.910516,1,26,163,4007380050,Astoria
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,14th,East Façade,Lintel Tar,4,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU2946MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,1470,Amsterdam Avenue,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084129,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,14th,Southwest Façade,Exterior Window Frame Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.817344,-73.953384,9,7,219,1019840001,Manhattanville
TRU1300BX24,09/26/2024 12:00:00 AM,09/18/2025 12:00:00 AM,Postponed,No,3071,Park Avenue,Bronx,10451,NYCHA Morrisania Air Rights Bldg 1,Residence,2102829,02420,9020,,,,New York City Housing Authority (NYCHA),"Abatement Unlimited, Inc.","Sound Environmental Associates, LLC",No,11,Elevator B Lobby,VAT & Mastic,5,Square Feet,Removal,DEP Variance,40.8227,-73.919417,4,16,173,2024209020,East Concourse-Concourse Village
TRU0489QN24,05/14/2024 12:00:00 AM,05/06/2025 12:00:00 AM,Postponed,No,27-05,1st Street,Queens,11102,Astoria Bldg #10,Residence,4430783,00490,0101,,,,New York City Housing Authority (NYCHA),"New York Environmental Systems, Inc.",Genesis Environmental Consultants Inc.,No,6TH,6B,Floor Tile,640,Square Feet,Removal,VAT Protocol in NYCHA Apt,40.775495,-73.936191,1,22,87,4004900101,Old Astoria
TRU0764BX20,01/04/2021 12:00:00 AM,08/30/2021 12:00:00 AM,Postponed,No,1050,Soundview Ave,Bronx,10472,"Sotomayor Houses, Bldg 6, Contract # RF1703090",Residence,2092789,03723,0001,,,,New York City Housing Authority (NYCHA),"S & N Builders, Inc.",Genesis Environmental Consultants Inc.,No,6th,Exterior Facade Elevations:1 to 20,Fabric Flashing,117,Square Feet,Removal,Exterior Vertical Surface,40.826106,-73.871081,9,18,44,2037230001,Soundview-Bruckner
TRU3054MN24,02/11/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3758,10th Avenue,Manhattan,10034,Dyckman Houses Bldg.#6,Residence,1080032,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,7,Exterior Façade Elevation #7,Contaminated Shelf Angle as ACM,44,Square Feet,Removal,Exterior Vertical Surface,40.860935,-73.921518,12,10,299,1022160001,Marble Hill-Inwood
TRU2949MN24,01/27/2025 12:00:00 AM,12/08/2025 12:00:00 AM,Postponed,No,3250,Broadway,Manhattan,10027,Manhattanville Houses Bld #1,Residence,1084124,01984,0001,,,,New York City Housing Authority (NYCHA),"New York Insulation, Inc.","Airtek Environmental, LLC",No,15th,West Façade,Lintel Tar,12,Square Feet,Removal,Exterior Vertical Surface,40.81709,-73.957261,9,7,219,1019840001,Manhattanville
TRU1117QN23,09/26/2023 12:00:00 AM,09/17/2024 12:00:00 AM,Postponed,No,12-50,Redfern Avenue,Queens,11691,"Redfern, Building #07",Residence,4449686,15501,0002,,,,New York City Housing Authority (NYCHA),"Empire Control Abatement, Inc.",KAM Consultants Corp.,No,5,Apartment #05C,Floor Tiles,969,Square Feet,Removal,VAT Protocol in NYCHA Apt,40.609922,-73.750431,14,31,103201,4155010002,Far Rockaway-Bayswater
TRU2764MN24,11/25/2024 12:00:00 AM,11/12/2025 12:00:00 AM,Postponed,No,179,Eldridge Street,Manhattan,10002,LES 1 Infill-Bldg 1,Residence,1005602,00420,0062,,,,New York City Housing Authority (NYCHA),"Atco Contracting Group, Inc.","Airtek Environmental, LLC",No,Roof,Main Roof,Vent Stack Tar,90,Square Feet,Removal,Exterior Vertical Surface,40.72053,-73.990761,3,1,18,1004200062,Chinatown
TRU1997BK19,01/03/2020 12:00:00 AM,11/25/2020 12:00:00 AM,Postponed,No,130,Moore Street,Brooklyn,11206,"NYCHA BW1830617 Bushwick Houses, Building #8",Residence,3338434,03129,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,11,Exterior Facade - Elevations #1 - 26,Sills Contaminated with ACM Caulking,13,Square Feet,Removal,Exterior Vertical Surface,40.703939,-73.940418,1,34,489,3031290001,Bushwick South
TRU0848BK23,06/05/2023 12:00:00 AM,04/29/2024 12:00:00 AM,Postponed,No,330,Dumont Avenue,Brooklyn,11212,"Tilden Houses, Bldg #2",Residence,3326543,03576,0001,,,,New York City Housing Authority (NYCHA),"Empire Control Abatement, Inc.",Genesis Environmental Consultants Inc.,No,2,Apartment H,Floor tile and mastic,4,Square Feet,Removal,DEP Variance,40.664292,-73.907984,16,41,912,3035760001,Brownsville
TRU0189BK25,02/13/2025 12:00:00 AM,02/04/2026 12:00:00 AM,Postponed,No,30,Glenmore Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #1",Residence,3339436,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,5,Exterior Facade - Elevations #13 - 17,Window Caulking,13,Square Feet,Removal,Exterior Vertical Surface,40.671149,-73.909708,16,41,906,3034890001,Brownsville
TRU0597BK23,04/07/2023 12:00:00 AM,03/29/2024 12:00:00 AM,Postponed,No,617,East 108th Street,Brooklyn,11236,"NYCHA Breukelen, Bld. #23 - Contract RF1625124",Residence,3331298,08158,0001,,,,New York City Housing Authority (NYCHA),"Belgrave Enterprises, Limited Liability Company",Genesis Environmental Consultants Inc.,No,7TH,Exterior Façade  Elevation #1 - 24,Bricks Contam. with ACM Tar / Flashing at Lintel,160,Square Feet,Removal,Exterior Vertical Surface,40.651682,-73.895626,18,42,982,3081580001,Canarsie
TRU0189BK25,02/13/2025 12:00:00 AM,02/04/2026 12:00:00 AM,Postponed,No,30,Glenmore Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #1",Residence,3339436,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,5,Exterior Facade - Elevations #9 - 12,Tar / Flashing at Lintel,8,Square Feet,Removal,Exterior Vertical Surface,40.671149,-73.909708,16,41,906,3034890001,Brownsville
TRU0150BX25,03/06/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1350,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #7",Residence,2092083,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,7,Exterior Facade - Elevations #1,Bricks Contaminated with ACM Caulking,1,Square Feet,Removal,Exterior Vertical Surface,40.834096,-73.90532,3,16,14701,2029100001,Claremont-Bathgate
TRU3093MN24,02/28/2025 12:00:00 AM,12/30/2025 12:00:00 AM,Postponed,No,220,West 131st Street,Manhattan,10027,St. Nicholas Houses Bldg. 12,Residence,1081514,01933,0050,,,,New York City Housing Authority (NYCHA),FCS Group LLC,"Airtek Environmental, LLC",No,8th,Apt. 8F/G - Kitchen,Concealed Vertical Pipe Insulation,10,Linear Feet,Removal,Tent,40.813142,-73.946537,10,9,224,1019330050,Central Harlem North-Polo Grounds
TRU2158BK24,12/11/2024 12:00:00 AM,10/23/2025 12:00:00 AM,Postponed,No,93,Lewis Avenue,Brooklyn,11206,"NYCHA 2413061 Roosevelt II, Bld. #7",Residence,3043112,01595,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,"Airtek Environmental, LLC",No,13,"Exterior Facade - Elevations #5,6",Window Sills Contaminated with ACM Caulking,40,Square Feet,Removal,Exterior Vertical Surface,40.694251,-73.937282,3,36,287,3015950001,Stuyvesant Heights
TRU3055MN24,02/07/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,213,Nagle Avenue,Manhattan,10034,Dyckman Houses Bldg.#5,Residence,1080031,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,1 - 10,"Exterior Façade Elevations # 30,34,36",Contaminated Brick as ACM,180,Square Feet,Removal,Exterior Vertical Surface,40.862251,-73.922916,12,10,299,1022160001,Marble Hill-Inwood
TRU0149BX25,02/25/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1358,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #8",Residence,2092084,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,7,Exterior Facade - Elevations #1,Bricks Contaminated with ACM Tar / Flashing,38,Square Feet,Removal,Exterior Vertical Surface,40.834307,-73.905201,3,16,14701,2029100001,Claremont-Bathgate
TRU0272BK25,02/21/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1548,East New York Avenue,Brooklyn,11212,"NYCHA 2413067 Howard, Bld. #3",Residence,3339433,03489,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,4,Exterior Facade - Elevations #22 - 27,Bricks Contaminated with ACM Tar / Flashing,4,Square Feet,Removal,Exterior Vertical Surface,40.672152,-73.911145,16,41,906,3034890001,Brownsville
TRU0148BX25,02/26/2025 12:00:00 AM,02/13/2026 12:00:00 AM,Postponed,No,1372,Washington Avenue,Bronx,10456,"NYCHA 2413060 Morris I, Bld. #9",Residence,2092085,02910,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,Genesis Environmental Consultants Inc.,No,11,Exterior Facade - Elevations #3,Bricks Contaminated with ACM Tar / Flashing,2,Square Feet,Removal,Exterior Vertical Surface,40.834554,-73.905063,3,16,14701,2029100001,Claremont-Bathgate
TRU0323BK25,03/10/2025 12:00:00 AM,02/20/2026 12:00:00 AM,Postponed,No,190,York Street,Brooklyn,11201,"NYCHA 2413076 Farragut, Bld. #10",Residence,3325904,00068,0001,,,,New York City Housing Authority (NYCHA),J & N Construction Group Corp.,Genesis Environmental Consultants Inc.,No,6,Exterior Facade - Elevations #14 - 25,Window Caulking,3,Square Feet,Removal,Exterior Vertical Surface,40.701376,-73.983453,2,35,23,3000680001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
TRU2158BK24,12/11/2024 12:00:00 AM,10/23/2025 12:00:00 AM,Postponed,No,93,Lewis Avenue,Brooklyn,11206,"NYCHA 2413061 Roosevelt II, Bld. #7",Residence,3043112,01595,0001,,,,New York City Housing Authority (NYCHA),GNP Environmental Inc.,"Airtek Environmental, LLC",No,2,"Exterior Facade - Elevations #5,6",Bricks Contaminated with ACM Caulking,91,Square Feet,Removal,Exterior Vertical Surface,40.694251,-73.937282,3,36,287,3015950001,Stuyvesant Heights
TRU3049MN24,02/14/2025 12:00:00 AM,12/22/2025 12:00:00 AM,Postponed,No,3784,10th. Avenue,Manhattan,10034,Dyckman Houses Bldg.#7,Residence,1080033,02216,0001,,,,New York City Housing Authority (NYCHA),"Zoria Housing, LLC","Airtek Environmental, LLC",No,11 - 14,"Exterior Façade Elevations #1-8,36",Contaminated Shelf Angle as ACM,588,Square Feet,Removal,Exterior Vertical Surface,40.861412,-73.92117,12,10,299,1022160001,Marble Hill-Inwood
